0.0460194,-0.75932,0.302194,1.14588,0.01
0.0460194,-0.75932,0.302194,1.14588,0.01
0.0475534,-0.75932,0.302194,1.14588,0.01
0.0475534,-0.75932,0.302194,1.14588,0.01
0.0475534,-0.760854,0.302194,1.14588,0.01
0.0475534,-0.75932,0.302194,1.14588,0.01
0.0475534,-0.75932,0.302194,1.14588,0.01
0.0475534,-0.760854,0.302194,1.14588,0.01
0.0475534,-0.75932,0.302194,1.14588,0.01
0.0460194,-0.75932,0.302194,1.14588,0.01
0.0460194,-0.75932,0.302194,1.14588,0.01
0.0475534,-0.75932,0.302194,1.14588,0.01
0.0475534,-0.757787,0.302194,1.14435,0.01
0.0475534,-0.757787,0.302194,1.14588,0.01
0.0475534,-0.757787,0.302194,1.14588,0.01
0.0475534,-0.756253,0.302194,1.14588,0.01
0.0490874,-0.756253,0.302194,1.14435,0.01
0.0490874,-0.754719,0.302194,1.14588,0.01
0.0490874,-0.753185,0.302194,1.14588,0.01
0.0490874,-0.753185,0.302194,1.14588,0.01
0.0506214,-0.751651,0.302194,1.14588,0.01
0.0506214,-0.751651,0.302194,1.14588,0.01
0.0521553,-0.753185,0.302194,1.14588,0.01
0.0521553,-0.753185,0.302194,1.14435,0.01
0.0536893,-0.753185,0.302194,1.14588,0.01
0.0552233,-0.753185,0.302194,1.14588,0.01
0.0567573,-0.753185,0.302194,1.14588,0.01
0.0598253,-0.753185,0.302194,1.14588,0.01
0.0598253,-0.753185,0.302194,1.14588,0.01
0.0613592,-0.753185,0.302194,1.14588,0.01
0.0628932,-0.753185,0.302194,1.14588,0.01
0.0644272,-0.753185,0.302194,1.14588,0.01
0.0659612,-0.753185,0.302194,1.14588,0.01
0.0690291,-0.753185,0.302194,1.14588,0.01
0.0736311,-0.754719,0.302194,1.14588,0.01
0.079767,-0.756253,0.302194,1.14588,0.01
0.0843689,-0.757787,0.302194,1.14588,0.01
0.0905049,-0.757787,0.302194,1.14588,0.01
0.0966408,-0.756253,0.302194,1.14588,0.01
0.101243,-0.757787,0.302194,1.14588,0.01
0.108913,-0.756253,0.302194,1.14588,0.01
0.113515,-0.756253,0.302194,1.14588,0.01
0.119651,-0.754719,0.302194,1.14588,0.01
0.125786,-0.751651,0.302194,1.14588,0.01
0.131922,-0.751651,0.302194,1.14588,0.01
0.141126,-0.750117,0.302194,1.14588,0.01
0.15033,-0.750117,0.302194,1.14588,0.01
0.158,-0.747049,0.302194,1.14588,0.01
0.16567,-0.742447,0.302194,1.14588,0.01
0.17334,-0.737845,0.302194,1.14588,0.01
0.182544,-0.734777,0.302194,1.14588,0.01
0.18868,-0.733243,0.302194,1.14588,0.01
0.197884,-0.730175,0.302194,1.14588,0.01
0.205553,-0.730175,0.302194,1.14588,0.01
0.214757,-0.728641,0.302194,1.14588,0.01
0.227029,-0.725573,0.302194,1.14588,0.01
0.236233,-0.725573,0.302194,1.14588,0.01
0.248505,-0.724039,0.302194,1.14588,0.01
0.260777,-0.722505,0.302194,1.14588,0.01
0.274583,-0.720971,0.302194,1.14588,0.01
0.289922,-0.720971,0.302194,1.14588,0.01
0.305262,-0.720971,0.302194,1.14588,0.01
0.322136,-0.719437,0.302194,1.14588,0.01
0.340544,-0.719437,0.302194,1.14588,0.01
0.360485,-0.719437,0.302194,1.14588,0.01
0.383495,-0.719437,0.302194,1.14588,0.01
0.403437,-0.719437,0.302194,1.14588,0.01
0.423379,-0.717903,0.302194,1.14588,0.01
0.444854,-0.717903,0.302194,1.14588,0.01
0.463262,-0.717903,0.302194,1.14588,0.01
0.48167,-0.717903,0.302194,1.14588,0.01
0.495476,-0.717903,0.302194,1.14588,0.01
0.506214,-0.717903,0.302194,1.14588,0.01
0.516952,-0.717903,0.302194,1.14588,0.01
0.523087,-0.717903,0.302194,1.14588,0.01
0.529223,-0.716369,0.302194,1.14588,0.01
0.532291,-0.716369,0.302194,1.14588,0.01
0.535359,-0.711767,0.302194,1.14588,0.01
0.533825,-0.708699,0.302194,1.14588,0.01
0.533825,-0.704097,0.303728,1.14588,0.01
0.532291,-0.702563,0.30833,1.14588,0.01
0.532291,-0.701029,0.312932,1.14588,0.01
0.530757,-0.701029,0.317534,1.14588,0.01
0.530757,-0.701029,0.322136,1.14588,0.01
0.529223,-0.701029,0.325204,1.14588,0.01
0.527689,-0.701029,0.325204,1.14588,0.01
0.526155,-0.701029,0.326738,1.14588,0.01
0.521553,-0.701029,0.326738,1.14588,0.01
0.518486,-0.701029,0.326738,1.14435,0.01
0.513884,-0.699495,0.328272,1.14588,0.01
0.51235,-0.699495,0.332874,1.14128,0.01
0.510816,-0.699495,0.340544,1.13361,0.01
0.509282,-0.699495,0.355884,1.11367,0.01
0.506214,-0.701029,0.372757,1.08606,0.01
0.503146,-0.702563,0.397301,1.05384,0.01
0.495476,-0.707165,0.427981,1.0155,0.01
0.490874,-0.708699,0.455592,0.98635,0.01
0.48167,-0.711767,0.486272,0.954136,0.01
0.472466,-0.713301,0.513884,0.923456,0.01
0.464796,-0.716369,0.539961,0.895845,0.01
0.460194,-0.717903,0.564505,0.862097,0.01
0.457126,-0.716369,0.582913,0.837554,0.01
0.454058,-0.714835,0.602854,0.808408,0.01
0.452524,-0.711767,0.622796,0.78233,0.01
0.45099,-0.710233,0.641204,0.754719,0.01
0.449456,-0.708699,0.664214,0.722505,0.01
0.446388,-0.707165,0.679554,0.697961,0.01
0.44332,-0.704097,0.699495,0.668816,0.01
0.440253,-0.697961,0.720971,0.636602,0.01
0.438719,-0.690291,0.743981,0.602854,0.01
0.437185,-0.681087,0.768524,0.559903,0.01
0.437185,-0.671884,0.786932,0.523087,0.01
0.437185,-0.661146,0.808408,0.48167,0.01
0.437185,-0.648874,0.831418,0.437185,0.01
0.437185,-0.636602,0.851359,0.392699,0.01
0.437185,-0.618194,0.874369,0.345146,0.01
0.437185,-0.602854,0.889709,0.305262,0.01
0.438719,-0.582913,0.906583,0.263845,0.01
0.438719,-0.562971,0.923456,0.219359,0.01
0.438719,-0.541495,0.937262,0.177942,0.01
0.438719,-0.51235,0.948,0.133456,0.01
0.438719,-0.490874,0.958738,0.0966408,0.01
0.440253,-0.467864,0.964874,0.0567573,0.01
0.440253,-0.44332,0.97101,0.0153398,0.01
0.440253,-0.418777,0.974078,-0.0214757,0.01
0.440253,-0.388097,0.975612,-0.0628932,0.01
0.440253,-0.365087,0.977146,-0.0951068,0.01
0.44332,-0.335942,0.977146,-0.130388,0.01
0.44332,-0.30833,0.977146,-0.168738,0.01
0.44332,-0.279185,0.977146,-0.205553,0.01
0.44332,-0.248505,0.97868,-0.250039,0.01
0.44332,-0.222427,0.97868,-0.283786,0.01
0.44332,-0.194816,0.977146,-0.322136,0.01
0.44332,-0.168738,0.97868,-0.362019,0.01
0.44332,-0.14266,0.97868,-0.400369,0.01
0.44332,-0.115049,0.97868,-0.44332,0.01
0.440253,-0.0935728,0.97868,-0.475534,0.01
0.440253,-0.0659612,0.977146,-0.510816,0.01
0.440253,-0.0414175,0.97868,-0.543029,0.01
0.44332,-0.0184078,0.97868,-0.575243,0.01
0.44332,0.0076699,0.977146,-0.612058,0.01
0.44332,0.0260777,0.977146,-0.644272,0.01
0.444854,0.0475534,0.975612,-0.679554,0.01
0.444854,0.0705631,0.969476,-0.711767,0.01
0.444854,0.0905049,0.96334,-0.742447,0.01
0.446388,0.115049,0.954136,-0.777728,0.01
0.446388,0.133456,0.946466,-0.803806,0.01
0.447922,0.154932,0.937262,-0.832952,0.01
0.447922,0.17334,0.928058,-0.860563,0.01
0.446388,0.194816,0.917321,-0.885107,0.01
0.444854,0.214757,0.903515,-0.908117,0.01
0.44332,0.231631,0.892777,-0.92499,0.01
